id,type,proportion
502211,Cutter,34.9%
502211,Curveball,33.2%
502211,Slider,15.5%
502211,4-Seam Fastball,13.7%
502211,Changeup,2.8%
593140,4-Seam Fastball,54.1%
593140,Slider,37.7%
593140,Changeup,8.2%
460349,NA,NA
595014,Sinker,55.8%
595014,Slider,26.3%
595014,4-Seam Fastball,9.1%
595014,Cutter,8.8%
595307,Sinker,54.5%
595307,Changeup,20.6%
595307,Curveball,17%
595307,4-Seam Fastball,7.9%
476595,Sinker,36.4%
476595,Slider,21.2%
476595,4-Seam Fastball,21.2%
476595,Curveball,18.2%
476595,Changeup,3%
605795,4-Seam Fastball,48.6%
605795,Cutter,21.6%
605795,Changeup,15.9%
605795,Curveball,13.9%
444126,NA,NA
642008,4-Seam Fastball,67.8%
642008,Split Finger,22.3%
642008,Slider,9.9%
592130,4-Seam Fastball,65.1%
592130,Changeup,23.7%
592130,Slider,10.8%
592130,Sinker,0.5%
592717,4-Seam Fastball,36.4%
592717,Curveball,23.1%
592717,Sinker,21.1%
592717,Changeup,19.4%
607481,Sinker,85.2%
607481,Cutter,9%
607481,Slider,5.8%
656756,Sinker,26.6%
656756,Changeup,25.6%
656756,Curveball,22.1%
656756,4-Seam Fastball,19%
656756,Cutter,6.7%
435043,Sinker,49.6%
435043,Slider,31.6%
435043,Curveball,12.1%
435043,4-Seam Fastball,6.7%
608331,4-Seam Fastball,41.8%
608331,Curveball,22.5%
608331,Slider,20.7%
608331,Sinker,10.1%
608331,Changeup,4.9%
430911,4-Seam Fastball,67.8%
430911,Slider,26.1%
430911,Split Finger,6.1%
451600,NA,NA
121125,NA,NA
518927,Cutter,37.6%
518927,Changeup,17.6%
518927,Sinker,17.6%
518927,Slider,15.5%
518927,4-Seam Fastball,7.3%
518927,Curveball,4.5%
656427,4-Seam Fastball,44.2%
656427,Slider,28.7%
656427,Curveball,13.6%
656427,Sinker,11.4%
656427,Changeup,2.1%
218894,NA,NA
621244,Curveball,29.8%
621244,4-Seam Fastball,26%
621244,Sinker,25.5%
621244,Changeup,18.8%
453646,4-Seam Fastball,31.2%
453646,Slider,28.8%
453646,Curveball,14.4%
453646,Sinker,12.6%
453646,Changeup,12.5%
453646,Eephus,0.4%
608716,4-Seam Fastball,62%
608716,Curveball,38%
544365,Slider,33.5%
544365,Sinker,25.8%
544365,4-Seam Fastball,22.1%
544365,Curveball,10.3%
544365,Changeup,8.3%
543001,Slider,28.3%
543001,4-Seam Fastball,22.8%
543001,Sinker,22.3%
543001,Changeup,14.6%
543001,Curveball,12%
543475,4-Seam Fastball,43.5%
543475,Curveball,29.8%
543475,Slider,12.7%
543475,Changeup,10%
543475,Sinker,4%
476451,Sinker,41.3%
476451,Changeup,25.8%
476451,Cutter,17%
476451,Curveball,13.3%
476451,4-Seam Fastball,2.5%
630263,4-Seam Fastball,68.4%
630263,Curveball,31.6%
457456,4-Seam Fastball,69.4%
457456,Sinker,25%
457456,Slider,5.6%
502010,4-Seam Fastball,43.1%
502010,Slider,28.9%
502010,Sinker,20.4%
502010,Curveball,3.9%
502010,Changeup,3.6%
640470,Slider,39.8%
640470,4-Seam Fastball,30%
640470,Sinker,22.2%
640470,Changeup,8%
430674,NA,NA
446641,NA,NA
596271,Slider,39.2%
596271,Sinker,28.1%
596271,4-Seam Fastball,22.4%
596271,Changeup,10.3%
605309,Curveball,50.9%
605309,4-Seam Fastball,47.3%
605309,Changeup,1.8%
455605,NA,NA
663465,4-Seam Fastball,46.7%
663465,Cutter,30.5%
663465,Changeup,12.6%
663465,Curveball,10.2%
434668,NA,NA
407878,NA,NA
429714,NA,NA
640455,Sinker,54.3%
640455,Changeup,28%
640455,Curveball,14%
640455,Slider,3.7%
518716,4-Seam Fastball,29.3%
518716,Cutter,21.8%
518716,Sinker,17.5%
518716,Curveball,16.1%
518716,Changeup,15.2%
121250,NA,NA
534812,4-Seam Fastball,68.6%
534812,Curveball,16.9%
534812,Slider,14.5%
519166,4-Seam Fastball,55.7%
519166,Slider,31%
519166,Curveball,13.2%
123790,NA,NA
607192,4-Seam Fastball,60.6%
607192,Curveball,34.8%
607192,Changeup,4.7%
453329,Cutter,28.2%
453329,Sinker,20.1%
453329,Changeup,19.7%
453329,Curveball,17.4%
453329,4-Seam Fastball,14.4%
456045,NA,NA
458730,4-Seam Fastball,68.8%
458730,Curveball,31.3%
543408,4-Seam Fastball,42.8%
543408,Curveball,21.4%
543408,Slider,20.3%
543408,Sinker,9.7%
543408,Changeup,5.8%
543219,Changeup,28.3%
543219,Slider,27.3%
543219,4-Seam Fastball,23.2%
543219,Sinker,21.2%
433579,4-Seam Fastball,29.7%
433579,Changeup,27.4%
433579,Cutter,17.3%
433579,Sinker,15.5%
433579,Curveball,10.1%
656725,4-Seam Fastball,42.4%
656725,Curveball,30.3%
656725,Sinker,18.2%
656725,Changeup,9.1%
552640,Slider,46.1%
552640,Sinker,45.2%
552640,Changeup,6.1%
552640,4-Seam Fastball,2.6%
276351,4-Seam Fastball,60.8%
276351,Slider,33.7%
276351,Sinker,3%
276351,Changeup,2.5%
593423,Sinker,38.1%
593423,Slider,25.1%
593423,4-Seam Fastball,24%
593423,Split Finger,12.9%
453353,NA,NA
346797,Slider,41.6%
346797,4-Seam Fastball,34.8%
346797,Sinker,15.7%
346797,Curveball,3.4%
346797,Cutter,2.2%
346797,Changeup,2.2%
621389,Sinker,56.7%
621389,Changeup,26%
621389,Curveball,8.7%
621389,Cutter,7.3%
621389,Slider,1.3%
433585,Sinker,44.8%
433585,Curveball,21.5%
433585,Changeup,16.5%
433585,Slider,15%
433585,4-Seam Fastball,2.3%
456496,Slider,53.1%
456496,4-Seam Fastball,38.5%
456496,Sinker,8.5%
425226,NA,NA
543331,4-Seam Fastball,53.7%
543331,Curveball,29.3%
543331,Slider,14.6%
543331,Sinker,2.4%
456071,Sinker,50%
456071,Changeup,44.8%
456071,Slider,5.2%
456379,Slider,54.4%
456379,Sinker,30.8%
456379,4-Seam Fastball,12.9%
456379,Changeup,1.9%
502381,Sinker,62.5%
502381,Slider,26.9%
502381,4-Seam Fastball,8.7%
502381,Changeup,1.9%
449079,4-Seam Fastball,33%
449079,Curveball,31.3%
449079,Changeup,24.1%
449079,Sinker,9.8%
449079,Slider,1.8%
450212,Slider,62.1%
450212,Sinker,37.1%
450212,Cutter,0.4%
450212,Changeup,0.4%
595371,4-Seam Fastball,56.9%
595371,Slider,41.4%
595371,Changeup,1.7%
595234,4-Seam Fastball,56.6%
595234,Slider,23.3%
595234,Curveball,14%
595234,Changeup,4.7%
595234,Sinker,1.6%
656803,Sinker,50%
656803,Split Finger,25%
656803,4-Seam Fastball,18.8%
656803,Slider,6.3%
461856,NA,NA
544150,4-Seam Fastball,34.6%
544150,Curveball,25.7%
544150,Slider,16.6%
544150,Sinker,14.8%
544150,Changeup,8.4%
518833,4-Seam Fastball,33.3%
518833,Slider,29.8%
518833,Sinker,22.8%
518833,Changeup,14%
518495,NA,NA
444849,NA,NA
607572,Slider,62.3%
607572,4-Seam Fastball,37.4%
607572,Changeup,0.3%
430950,NA,NA
600986,4-Seam Fastball,65.7%
600986,Slider,25.4%
600986,Changeup,5.9%
600986,Sinker,2.4%
600986,Curveball,0.6%
458950,NA,NA
460092,NA,NA
595001,Slider,34.5%
595001,Curveball,28.2%
595001,4-Seam Fastball,19%
595001,Sinker,15.7%
595001,Changeup,2.6%
501873,NA,NA
150277,NA,NA
592091,Changeup,42%
592091,4-Seam Fastball,31.7%
592091,Sinker,16.8%
592091,Slider,8.2%
592091,Cutter,1.2%
474284,4-Seam Fastball,44.4%
474284,Slider,22%
474284,Changeup,19.8%
474284,Curveball,13.1%
474284,Sinker,0.7%
469686,NA,NA
460128,NA,NA
451596,4-Seam Fastball,30.2%
451596,Sinker,23.5%
451596,Slider,21.3%
451596,Changeup,12.7%
451596,Curveball,12.3%
608337,4-Seam Fastball,50.6%
608337,Changeup,33.7%
608337,Slider,14.7%
608337,Curveball,1%
622161,4-Seam Fastball,59%
622161,Slider,32.7%
622161,Changeup,8.3%
605441,4-Seam Fastball,66.1%
605441,Curveball,16.1%
605441,Changeup,9.7%
605441,Slider,8.1%
457707,NA,NA
571710,4-Seam Fastball,64.8%
571710,Changeup,20.7%
571710,Slider,14.2%
571710,Sinker,0.2%
517448,4-Seam Fastball,69.2%
517448,Curveball,17.1%
517448,Changeup,13.7%
457768,Cutter,31.6%
457768,4-Seam Fastball,30.9%
457768,Sinker,25.3%
457768,Curveball,11.9%
457768,Changeup,0.3%
519294,4-Seam Fastball,61.2%
519294,Split Finger,18.8%
519294,Slider,17.6%
519294,Sinker,2.4%
608652,Slider,41.2%
608652,4-Seam Fastball,36.1%
608652,Curveball,21.8%
608652,Changeup,0.8%
570257,Sinker,39.3%
570257,Changeup,29.9%
570257,4-Seam Fastball,28.2%
570257,Slider,2.6%
473879,Sinker,45.2%
473879,Cutter,27.3%
473879,Changeup,10.6%
473879,4-Seam Fastball,9.9%
473879,Slider,7%
657117,Slider,58.6%
657117,4-Seam Fastball,37.9%
657117,Changeup,3.4%
116414,NA,NA
472610,Sinker,36.6%
472610,Slider,25.7%
472610,4-Seam Fastball,19.7%
472610,Split Finger,18%
670970,4-Seam Fastball,56.2%
670970,Split Finger,17.4%
670970,Curveball,14%
670970,Slider,12.4%
123387,NA,NA
621098,4-Seam Fastball,44.1%
621098,Sinker,27.1%
621098,Slider,20.3%
621098,Changeup,8.5%
124604,NA,NA
501955,4-Seam Fastball,49.7%
501955,Slider,35.5%
501955,Curveball,11.9%
501955,Sinker,2.9%
542585,4-Seam Fastball,58.4%
542585,Slider,28.1%
542585,Changeup,8.9%
542585,Sinker,4.6%
656794,4-Seam Fastball,54%
656794,Changeup,20%
656794,Curveball,16.3%
656794,Slider,9.7%
502042,4-Seam Fastball,39.9%
502042,Slider,35.5%
502042,Changeup,12.1%
502042,Sinker,10.4%
502042,Curveball,2.1%
518883,Sinker,53.3%
518883,Slider,42.2%
518883,Changeup,4.4%
571863,4-Seam Fastball,48.1%
571863,Cutter,28.3%
571863,Changeup,16.2%
571863,Curveball,7.4%
605240,Cutter,39.5%
605240,Sinker,29.2%
605240,Curveball,17.4%
605240,4-Seam Fastball,8.8%
605240,Changeup,5%
446248,NA,NA
408057,NA,NA
519096,Sinker,55.3%
519096,Changeup,18.8%
519096,Slider,13.9%
519096,4-Seam Fastball,12%
545404,4-Seam Fastball,61.9%
545404,Slider,16.8%
545404,Curveball,11.6%
545404,Changeup,9%
545404,Sinker,0.6%
425657,Sinker,69.2%
425657,Slider,21.1%
425657,Changeup,5.2%
425657,Curveball,4.5%
605222,Sinker,33.3%
605222,4-Seam Fastball,33.3%
605222,Slider,22.2%
605222,Curveball,11.1%
650828,Sinker,44.5%
650828,Slider,39%
650828,4-Seam Fastball,13%
650828,Changeup,3.6%
434641,NA,NA
523260,Curveball,63.2%
523260,Sinker,22.8%
523260,4-Seam Fastball,14%
543483,Slider,39%
543483,4-Seam Fastball,32.8%
543483,Curveball,28.2%
493117,4-Seam Fastball,57.7%
493117,Changeup,26.9%
493117,Curveball,15.4%
607560,Slider,49.8%
607560,4-Seam Fastball,37.5%
607560,Curveball,12%
607560,Changeup,0.7%
664092,Sinker,48.4%
664092,Slider,45.1%
664092,Changeup,6.5%
664682,4-Seam Fastball,38.7%
664682,Slider,33.9%
664682,Sinker,24.2%
664682,Changeup,3.2%
543238,NA,NA
594840,4-Seam Fastball,61.1%
594840,Slider,30.6%
594840,Changeup,5.6%
594840,Sinker,2.8%
425386,4-Seam Fastball,59.6%
425386,Changeup,14.9%
425386,Slider,10.6%
425386,Cutter,6.4%
425386,Curveball,6.4%
425386,Sinker,2.1%
608379,4-Seam Fastball,42.5%
608379,Changeup,29.2%
608379,Cutter,27.1%
608379,Curveball,1.1%
543725,NA,NA
456051,Sinker,44.5%
456051,Slider,29.2%
456051,Curveball,16.7%
456051,Changeup,9.7%
518715,Sinker,36.7%
518715,Slider,33.3%
518715,Changeup,30%
444436,Sinker,51%
444436,Slider,28.6%
444436,Changeup,20.3%
488786,Slider,44.9%
488786,4-Seam Fastball,40.2%
488786,Sinker,14%
488786,Changeup,0.7%
488786,Curveball,0.1%
592165,Changeup,37.6%
592165,Sinker,35%
592165,4-Seam Fastball,16.2%
592165,Slider,11.1%
115399,NA,NA
421685,4-Seam Fastball,35.1%
421685,Sinker,32.8%
421685,Slider,17.2%
421685,Changeup,10.2%
421685,Curveball,4.7%
650671,4-Seam Fastball,68.5%
650671,Slider,20.2%
650671,Changeup,11.2%
571441,NA,NA
446290,NA,NA
594943,Sinker,60%
594943,Cutter,20%
594943,Changeup,13.3%
594943,Curveball,6.7%
133982,NA,NA
503285,4-Seam Fastball,46%
503285,Slider,42.9%
503285,Sinker,11.1%
607374,Slider,31%
607374,Split Finger,25.6%
607374,4-Seam Fastball,25.2%
607374,Changeup,13.2%
607374,Sinker,5%
641962,4-Seam Fastball,72%
641962,Slider,19.1%
641962,Sinker,5.1%
641962,Changeup,2.5%
641962,Curveball,1.3%
502166,4-Seam Fastball,59%
502166,Changeup,23.1%
502166,Curveball,16.7%
502166,Cutter,1.3%
150116,Sinker,33%
150116,Slider,24.6%
150116,4-Seam Fastball,15.7%
150116,Curveball,15.7%
150116,Changeup,11.1%
571577,Sinker,45.5%
571577,Slider,40.9%
571577,Changeup,13.6%
621086,Sinker,32.9%
621086,Curveball,26.3%
621086,4-Seam Fastball,20.8%
621086,Changeup,19.9%
605301,4-Seam Fastball,55.2%
605301,Slider,32.8%
605301,Changeup,12%
664856,4-Seam Fastball,47.7%
664856,Curveball,43.7%
664856,Slider,4.6%
664856,Changeup,4%
621142,4-Seam Fastball,58.2%
621142,Slider,22.2%
621142,Changeup,19.6%
519186,4-Seam Fastball,55.2%
519186,Curveball,23.3%
519186,Changeup,21.6%
434181,NA,NA
492821,NA,NA
424805,NA,NA
477569,4-Seam Fastball,50.8%
477569,Changeup,36.1%
477569,Curveball,11.5%
477569,Slider,1.6%
502043,Sinker,35.5%
502043,Slider,24.9%
502043,Changeup,17.8%
502043,4-Seam Fastball,14%
502043,Curveball,7.8%
442707,NA,NA
605276,4-Seam Fastball,67.5%
605276,Slider,21.4%
605276,Changeup,7.7%
605276,Curveball,3.4%
571901,Sinker,49.9%
571901,Cutter,31.1%
571901,Curveball,10.3%
571901,Changeup,8.8%
400089,4-Seam Fastball,35.5%
400089,Slider,22.4%
400089,Curveball,22.4%
400089,Cutter,15.9%
400089,Sinker,3.7%
425789,NA,NA
656546,4-Seam Fastball,54.6%
656546,Changeup,27.3%
656546,Curveball,18%
460105,NA,NA
572744,NA,NA
571670,Sinker,42.9%
571670,Slider,31.5%
571670,Changeup,21.6%
571670,4-Seam Fastball,4%
488748,4-Seam Fastball,61.4%
488748,Curveball,30.7%
488748,Cutter,7.9%
622072,Sinker,46.5%
622072,Curveball,28.7%
622072,Changeup,23%
622072,4-Seam Fastball,1.8%
459999,NA,NA
594027,4-Seam Fastball,70.1%
594027,Slider,20.4%
594027,Sinker,9.4%
453268,4-Seam Fastball,41.6%
453268,Slider,30.9%
453268,Sinker,14.9%
453268,Changeup,12.6%
543881,Sinker,40.7%
543881,Curveball,23.3%
543881,Slider,19.8%
543881,4-Seam Fastball,12%
543881,Changeup,4.2%
624586,Slider,67.2%
624586,4-Seam Fastball,17.2%
624586,Sinker,13.9%
624586,Changeup,1.6%
407825,NA,NA
592753,Curveball,50%
592753,4-Seam Fastball,43.8%
592753,Sinker,6.3%
628711,4-Seam Fastball,55.9%
628711,Curveball,24.8%
628711,Changeup,13.3%
628711,Slider,5.6%
628711,Sinker,0.5%
430884,NA,NA
458681,4-Seam Fastball,49.9%
458681,Cutter,22.1%
458681,Sinker,18%
458681,Curveball,8.9%
458681,Changeup,1.1%
453286,4-Seam Fastball,46%
453286,Slider,19%
453286,Changeup,16.1%
453286,Cutter,9.7%
453286,Curveball,9.2%
598264,4-Seam Fastball,54.1%
598264,Curveball,43.1%
598264,Split Finger,2.9%
458709,NA,NA
452061,4-Seam Fastball,36.3%
452061,Slider,29.2%
452061,Changeup,22.1%
452061,Sinker,12.4%
621199,4-Seam Fastball,37.9%
621199,Slider,17.7%
621199,Split Finger,15.7%
621199,Cutter,14.6%
621199,Curveball,11.5%
621199,Sinker,2.7%
452241,NA,NA
346799,NA,NA
623474,4-Seam Fastball,43.1%
623474,Slider,31.4%
623474,Sinker,11.1%
623474,Curveball,10.9%
623474,Changeup,3.4%
468504,Curveball,48.9%
468504,Sinker,35.9%
468504,Changeup,8.7%
468504,4-Seam Fastball,6.5%
458924,Sinker,77.7%
458924,Slider,17.8%
458924,Changeup,2.5%
458924,4-Seam Fastball,2%
663531,4-Seam Fastball,45.7%
663531,Slider,27.4%
663531,Changeup,14%
663531,Curveball,12.9%
543334,Sinker,55%
543334,Slider,30%
543334,Curveball,10%
543334,Changeup,5%
593974,Slider,33.2%
593974,Changeup,31.4%
593974,4-Seam Fastball,22.3%
593974,Sinker,13.1%
451584,4-Seam Fastball,47.1%
451584,Cutter,21.8%
451584,Curveball,18.5%
451584,Changeup,12.6%
596001,Slider,46.2%
596001,4-Seam Fastball,34.8%
596001,Sinker,14.7%
596001,Changeup,4.3%
493603,Slider,47.2%
493603,Sinker,45.4%
493603,Cutter,4.1%
493603,Changeup,2.9%
493603,4-Seam Fastball,0.3%
450665,4-Seam Fastball,47.5%
450665,Changeup,24.8%
450665,Sinker,14.9%
450665,Curveball,8.9%
450665,Slider,4%
543351,Slider,55.3%
543351,4-Seam Fastball,41.7%
543351,Changeup,3%
150153,NA,NA
448147,NA,NA
462995,NA,NA
673258,4-Seam Fastball,55.6%
673258,Changeup,41.4%
673258,Slider,3%
468517,NA,NA
656464,4-Seam Fastball,59.7%
656464,Slider,39.4%
656464,Changeup,0.9%
516714,Slider,61.5%
516714,4-Seam Fastball,37.5%
516714,Sinker,0.9%
579328,Cutter,40%
579328,4-Seam Fastball,37.7%
579328,Slider,16%
579328,Changeup,6.3%
502051,Slider,56.6%
502051,4-Seam Fastball,34%
502051,Sinker,9.4%
554430,4-Seam Fastball,42.1%
554430,Sinker,23.7%
554430,Slider,15.9%
554430,Curveball,10.1%
554430,Changeup,8.3%
518774,4-Seam Fastball,53%
518774,Slider,23.1%
518774,Curveball,14.2%
518774,Changeup,9.7%
235095,NA,NA
605226,4-Seam Fastball,60.5%
605226,Slider,27.7%
605226,Changeup,11.8%
500903,NA,NA
664199,4-Seam Fastball,45.5%
664199,Slider,27%
664199,Changeup,16.9%
664199,Curveball,10.5%
451595,NA,NA
572998,Slider,42.5%
572998,Sinker,27.5%
572998,4-Seam Fastball,26.4%
572998,Curveball,3.7%
607405,4-Seam Fastball,59.1%
607405,Slider,36.4%
607405,Curveball,4.5%
643316,4-Seam Fastball,53.2%
643316,Slider,45.7%
643316,Changeup,1.1%
594795,4-Seam Fastball,60.4%
594795,Curveball,36.2%
594795,Sinker,3%
594795,Changeup,0.4%
489197,4-Seam Fastball,45.8%
489197,Slider,37.5%
489197,Sinker,8.3%
489197,Changeup,8.3%
407853,NA,NA
431148,Sinker,49%
431148,Changeup,18.7%
431148,Slider,9.9%
431148,Cutter,9.8%
431148,4-Seam Fastball,6.6%
431148,Curveball,6%
656257,4-Seam Fastball,68.2%
656257,Slider,31.8%
519403,NA,NA
621962,4-Seam Fastball,53.3%
621962,Changeup,26.8%
621962,Curveball,10.8%
621962,Cutter,8.8%
621962,Eephus,0.2%
502046,Sinker,34.2%
502046,4-Seam Fastball,24.8%
502046,Changeup,23.9%
502046,Curveball,17.1%
435179,NA,NA
517008,Cutter,71.6%
517008,4-Seam Fastball,28.4%
430594,NA,NA
607755,Curveball,53.8%
607755,Changeup,46.2%
453284,Split Finger,42.2%
453284,4-Seam Fastball,41.3%
453284,Curveball,16.5%
664157,4-Seam Fastball,64.2%
664157,Curveball,35.2%
664157,Changeup,0.6%
663423,4-Seam Fastball,37.4%
663423,Slider,23.7%
663423,Cutter,20.6%
663423,Split Finger,10.7%
663423,Sinker,5.3%
663423,Curveball,2.3%
445001,NA,NA
608665,Sinker,60.5%
608665,Changeup,14.9%
608665,4-Seam Fastball,8.5%
608665,Cutter,7%
608665,Curveball,5.5%
608665,Slider,3.6%
594742,Sinker,48.6%
594742,4-Seam Fastball,18.9%
594742,Cutter,13.5%
594742,Slider,10.8%
594742,Curveball,5.4%
594742,Changeup,2.7%
592229,Slider,33.5%
592229,4-Seam Fastball,20.9%
592229,Sinker,19.5%
592229,Changeup,15.8%
592229,Curveball,10.2%
663992,4-Seam Fastball,53.8%
663992,Changeup,46.2%
476127,NA,NA
474029,Split Finger,51.5%
474029,Sinker,24.3%
474029,4-Seam Fastball,24.3%
475138,Sinker,59.6%
475138,Cutter,15.4%
475138,Changeup,15.4%
475138,4-Seam Fastball,5.8%
475138,Curveball,3.8%
476205,NA,NA
407890,4-Seam Fastball,50.7%
407890,Slider,31.9%
407890,Curveball,7.7%
407890,Changeup,7.3%
407890,Sinker,2.5%
572143,4-Seam Fastball,71.9%
572143,Curveball,14.4%
572143,Changeup,13.1%
572143,Slider,0.7%
448306,4-Seam Fastball,25.6%
448306,Cutter,23.2%
448306,Curveball,19.1%
448306,Changeup,17.6%
448306,Sinker,11.1%
448306,Eephus,3.5%
461829,Changeup,32.8%
461829,4-Seam Fastball,32.8%
461829,Curveball,19.1%
461829,Sinker,13.9%
461829,Slider,1.3%
435261,NA,NA
643230,4-Seam Fastball,38.9%
643230,Changeup,24.3%
643230,Slider,22.5%
643230,Sinker,11.8%
643230,Curveball,2.5%
491688,NA,NA
605288,Sinker,43.7%
605288,4-Seam Fastball,20.3%
605288,Slider,12.3%
605288,Curveball,12.1%
605288,Changeup,11.6%
571969,4-Seam Fastball,40%
571969,Slider,27.7%
571969,Sinker,16.9%
571969,Changeup,15.4%
572810,NA,NA
519322,Slider,37.5%
519322,Sinker,27.7%
519322,Changeup,17.7%
519322,4-Seam Fastball,15.7%
519322,Curveball,1.3%
446899,Sinker,73.1%
446899,Curveball,18.5%
446899,Changeup,8.3%
446899,4-Seam Fastball,0.1%
457428,NA,NA
451085,4-Seam Fastball,48.8%
451085,Slider,24.4%
451085,Changeup,16.1%
451085,Curveball,8.8%
451085,Sinker,2%
592811,Sinker,43.6%
592811,Slider,31.5%
592811,Curveball,24.2%
592811,4-Seam Fastball,0.6%
622492,Sinker,39.9%
622492,Slider,32.3%
622492,4-Seam Fastball,27.8%
455009,4-Seam Fastball,53.1%
455009,Slider,34.8%
455009,Sinker,12.1%
424144,Slider,43.1%
424144,Sinker,43.1%
424144,4-Seam Fastball,13.9%
448842,NA,NA
502083,4-Seam Fastball,67.2%
502083,Curveball,22.5%
502083,Sinker,8.8%
502083,Changeup,1.4%
518961,NA,NA
641851,Slider,71.4%
641851,Sinker,16.6%
641851,4-Seam Fastball,11.6%
641851,Changeup,0.5%
543607,Sinker,35.4%
543607,4-Seam Fastball,26.2%
543607,Changeup,24.1%
543607,Curveball,13.9%
543607,Slider,0.4%
656547,4-Seam Fastball,52.4%
656547,Changeup,24.2%
656547,Slider,10.1%
656547,Cutter,9.8%
656547,Curveball,3.5%
571882,4-Seam Fastball,36.7%
571882,Slider,30.5%
571882,Curveball,19.9%
571882,Changeup,12.9%
519393,Cutter,39.6%
519393,Sinker,25.6%
519393,Slider,21.8%
519393,4-Seam Fastball,13%
642207,Changeup,52.7%
642207,4-Seam Fastball,41.8%
642207,Cutter,3.5%
642207,Sinker,2.1%
675916,4-Seam Fastball,50.2%
675916,Curveball,49.8%
657571,4-Seam Fastball,79.6%
657571,Cutter,20.4%
605169,4-Seam Fastball,62.1%
605169,Curveball,36.8%
605169,Changeup,1.1%
592329,4-Seam Fastball,33.8%
592329,Sinker,30.8%
592329,Slider,27.3%
592329,Changeup,8.1%
518703,Slider,39.6%
518703,4-Seam Fastball,32.1%
518703,Sinker,22.2%
518703,Curveball,5.8%
518703,Changeup,0.3%
434718,Slider,47.4%
434718,Sinker,47.4%
434718,Changeup,5.3%
607074,4-Seam Fastball,51.1%
607074,Slider,30.1%
607074,Changeup,18.8%
643320,4-Seam Fastball,48.8%
643320,Slider,48.8%
643320,Changeup,2.5%
643297,Sinker,52.7%
643297,Changeup,24.9%
643297,Curveball,22%
643297,4-Seam Fastball,0.5%
519015,NA,NA
452718,Sinker,46.8%
452718,Slider,21.8%
452718,Split Finger,17.3%
452718,Cutter,12.8%
452718,4-Seam Fastball,1.3%
607727,4-Seam Fastball,57.1%
607727,Slider,21.4%
607727,Changeup,14.3%
607727,Sinker,5.4%
607727,Curveball,1.8%
657670,Sinker,30%
657670,Slider,27.8%
657670,4-Seam Fastball,26.3%
657670,Changeup,15.9%
592872,4-Seam Fastball,47.7%
592872,Changeup,36.8%
592872,Curveball,9%
592872,Cutter,6.5%
606149,Slider,50.7%
606149,4-Seam Fastball,48.5%
606149,Sinker,0.4%
606149,Changeup,0.4%
554340,4-Seam Fastball,49.4%
554340,Slider,29.5%
554340,Curveball,10.8%
554340,Changeup,10.4%
623402,4-Seam Fastball,54.2%
623402,Changeup,32.4%
623402,Slider,12.7%
623402,Sinker,0.7%
625643,4-Seam Fastball,50.7%
625643,Slider,28.6%
625643,Changeup,20.7%
460677,NA,NA
592433,4-Seam Fastball,63.6%
592433,Slider,20%
592433,Changeup,16.1%
592433,Sinker,0.3%
452676,NA,NA
627894,4-Seam Fastball,54%
627894,Slider,40.4%
627894,Changeup,3%
627894,Sinker,2.6%
607457,4-Seam Fastball,65.5%
607457,Slider,14.7%
607457,Changeup,12.3%
607457,Curveball,7.5%
420864,NA,NA
570663,4-Seam Fastball,45.4%
570663,Changeup,36.3%
570663,Slider,12%
570663,Sinker,6.3%
607455,Changeup,51.8%
607455,4-Seam Fastball,42.4%
607455,Cutter,5%
607455,Curveball,0.7%
516970,4-Seam Fastball,36.3%
516970,Sinker,25.7%
516970,Curveball,21.9%
516970,Changeup,16.1%
572308,4-Seam Fastball,42.9%
572308,Slider,33.8%
572308,Changeup,11.7%
572308,Sinker,11.7%
279782,NA,NA
501817,Cutter,40%
501817,4-Seam Fastball,28%
501817,Sinker,24%
501817,Split Finger,4%
501817,Curveball,4%
425647,NA,NA
628318,4-Seam Fastball,63.8%
628318,Slider,17.1%
628318,Sinker,11.5%
628318,Curveball,5%
628318,Changeup,2.6%
425647,NA,NA
628318,4-Seam Fastball,63.8%
628318,Slider,17.1%
628318,Sinker,11.5%
628318,Curveball,5%
628318,Changeup,2.6%
606291,4-Seam Fastball,71.4%
606291,Slider,17.5%
606291,Changeup,11.1%
502264,Sinker,42.3%
502264,4-Seam Fastball,32.7%
502264,Slider,23.5%
502264,Changeup,1.5%
546276,4-Seam Fastball,75.1%
546276,Curveball,19.2%
546276,Sinker,2.5%
546276,Changeup,2.5%
546276,Slider,0.7%
669203,Sinker,33.1%
669203,Cutter,31.5%
669203,Slider,12.7%
669203,Changeup,11.2%
669203,Curveball,9.1%
669203,4-Seam Fastball,2.5%
605498,4-Seam Fastball,34.1%
605498,Slider,29.4%
605498,Changeup,23.5%
605498,Sinker,12.9%
621219,Sinker,33.2%
621219,4-Seam Fastball,25.7%
621219,Changeup,16%
621219,Curveball,15%
621219,Slider,10.1%
444354,NA,NA
641941,4-Seam Fastball,62.3%
641941,Cutter,35.5%
641941,Curveball,1.9%
641941,Sinker,0.3%
452741,NA,NA
433587,Curveball,35.2%
433587,Sinker,32.2%
433587,Changeup,16.2%
433587,Slider,9%
433587,4-Seam Fastball,7.5%
239795,NA,NA
457744,Slider,48.6%
457744,4-Seam Fastball,44.3%
457744,Changeup,6.7%
457744,Curveball,0.4%
534631,NA,NA
434592,NA,NA
641149,Sinker,36.6%
641149,Slider,36.3%
641149,4-Seam Fastball,20.9%
641149,Changeup,6.3%
